CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESEN002-23SA,"ENERGIA, MEIO AMBIENTE E SOCIEDADE A1- Matutino (SA) - Carga Horária Extensionista","terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-2-4,76,0,-,PEDRO CARLOS RUSSO ROSSI,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE034-17SA,ENGENHARIA DE BIOCOMBUSTÍVEIS A1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,60,30,-,REYNALDO PALACIOS BERECHE,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESTE029-17SA,ENGENHARIA DE COMBUSTÍVEIS FÓSSEIS A1- Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-4,60,52,-,MAURICIO GUERREIRO MARTINHO DOS SANTOS,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE030-17SA,ENGENHARIA DE PETRÓLEO E GÁS A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-4,55,32,-,MAURICIO GUERREIRO MARTINHO DOS SANTOS,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE033-17SA,ENGENHARIA SOLAR FOTOVOLTAICA A1-Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,60,25,-,FEDERICO BERNARDINO MORANTE TRIGOSO,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESTE032-17SA,ENGENHARIA SOLAR TÉRMICA A1-Matutino (SA),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-4,60,52,-,DANIEL JONAS DEZAN,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESTE025-17SA,FUNDAMENTOS DE MÁQUINAS TÉRMICAS A1- Matutino (SA),"segunda das 08:00 às 10:00, semanal ; quarta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-4,60,53,-,REYNALDO PALACIOS BERECHE,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE018-17SA,FUNDAMENTOS DE SISTEMAS DINÂMICOS A1- Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,60,35,-,JOEL DAVID MELO TRUJILLO,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE016-17SA,INTRODUÇÃO AOS SISTEMAS ELÉTRICOS DE POTÊNCIA A1-Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-5,60,0,-,HAROLDO DE FARIA JUNIOR,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTA017-17SA,LABORATÓRIO DE MÁQUINAS ELÉTRICAS A1- Noturno (SA),,"quarta das 19:00 às 21:00, semanal",SA,Noturno,0-2-4,30,0,-,0,0,JOSE ALBERTO TORRICO ALTUNA,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NB1ESTA017-17SA,LABORATÓRIO DE MÁQUINAS ELÉTRICAS B1- Noturno (SA),,"sexta das 21:00 às 23:00, semanal",SA,Noturno,0-2-4,30,0,-,0,0,JOSE ALBERTO TORRICO ALTUNA,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE026-17SA,LABORATÓRIO DE MÁQUINAS TÉRMICAS E HIDRÁULICAS A1-Noturno (SA),,"terça das 21:00 às 23:00, semanal",SA,Noturno,0-2-4,30,11,-,0,0,ANTONIO GARRIDO GALLEGO,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NB1ESTE026-17SA,LABORATÓRIO DE MÁQUINAS TÉRMICAS E HIDRÁULICAS B1-Noturno (SA),,"quarta das 19:00 às 21:00, semanal",SA,Noturno,0-2-4,30,4,-,0,0,ANTONIO GARRIDO GALLEGO,0
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESTA016-17SA,MÁQUINAS ELÉTRICAS A1-Matutino (SA),"quarta das 08:00 às 10:00, semanal ; sexta das 10:00 às 12:00, semanal",,SA,Matutino,4-0-4,60,52,-,JOSE ALBERTO TORRICO ALTUNA,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,DA1ESTE024-17SA,MECÂNICA DOS FLUIDOS II A1-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-5,45,25,-,ANDRE DAMIANI ROCHA,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESZE106-17SA,SISTEMAS FOTOVOLTAICOS CONECTADOS À REDE ELÉTRICA A1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,30,19,-,RICARDO DA SILVA BENEDITO,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESZE006-17SA,SUBESTAÇÃO E EQUIPAMENTOS A1-Noturno (SA),"terça das 19:00 às 21:00, semanal",,SA,Noturno,2-0-4,30,11,-,HAROLDO DE FARIA JUNIOR,0,0,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE021-17SA,TERMODINÂMICA APLICADA II A1-Noturno (SA),"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-5,60,21,-,MARCELO MODESTO DA SILVA,0,0,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESZE079-17SA,TÓPICOS DE OTIMIZAÇÃO EM SISTEMAS ELÉTRICOS DE POTÊNCIA E APLICAÇÕES A1- Noturno (SA),,"quarta das 19:00 às 21:00, semanal",SA,Noturno,0-2-4,30,24,-,0,0,EDMARCIO ANTONIO BELATI,0
BACHARELADO EM ENGENHARIA DE ENERGIA,NA1ESTE023-17SA,TRANSFERÊNCIA DE CALOR II A1-Noturno (SA),"terça das 19:00 às 21:00, semanal ; quinta das 21:00 às 23:00, semanal",,SA,Noturno,4-0-4,60,27,-,JULIANA TOFANO DE CAMPOS LEITE,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESZG017-17SB,CLIMA E CULTURA ORGANIZACIONAL A1-Matutino (SB),"terça das 14:30 às 16:30, semanal",,SB,Matutino,2-0-3,80,0,-,PATRICIA MORILHA MURITIBA,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESZG036-17SB,CONCEITOS DE MARKETING A1-Matutino (SB),"terça das 16:30 às 18:30, semanal",,SB,Matutino,2-0-3,80,0,SIM,PATRICIA MORILHA MURITIBA,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,NA1ESTG001-17SB,CUSTOS A1-Noturno (SB),"segunda das 19:00 às 21:00, semanal ; quarta das 19:00 às 23:00, semanal",,SB,Noturno,4-2-9,80,0,SIM,EVANDIR MEGLIORINI,0,EVANDIR MEGLIORINI,0
BACHARELADO EM ENGENHARIA DE GESTÃO,NB1ESTG002-17SB,DESENVOLVIMENTO INTEGRADO DO PRODUTO B1- Noturno (SB),"terça das 19:00 às 23:00, semanal",,SB,Noturno,2-2-5,80,80,-,FERNANDO GASI,0,FERNANDO GASI,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESZG013-17SB,EMPREENDEDORISMO A1-Matutino (SB),"sexta das 14:30 às 18:30, semanal",,SB,Matutino,2-2-4,80,0,-,LUCELIA BORGES DA COSTA,0,LUCELIA BORGES DA COSTA,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESGE006-23SB,ENGENHARIA DE SEGURANÇA DO TRABALHO: ERGONOMIA A1-Matutino (SB),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-5,80,25,-,GISELLE RAMIREZ CANEDO,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG011-17SB,ESTATÍSTICA APLICADA A SISTEMAS DE GESTÃO A1- Matutino (SB),"segunda das 10:00 às 12:00, semanal ; quinta das 08:00 às 10:00, semanal",,SB,Matutino,2-2-4,72,0,SIM,PATRICIA BELFIORE FAVERO,0,PATRICIA BELFIORE FAVERO,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG008-17SB,GERÊNCIA DE ATIVOS A1-Matutino (SB),"quinta das 10:00 às 12:00, semanal",,SB,Matutino,2-0-3,72,0,-,LUIS HENRIQUE RODRIGUES,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESGE007-23SB,GESTÃO AMBIENTAL EMPRESARIAL A1-Matutino (SB),"sexta das 14:30 às 18:30, semanal",,SB,Matutino,4-0-5,80,52,-,MARCIA MARIA PENTEADO MARCHESINI,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESZG041-17SB,GESTÃO DA INOVAÇÃO A1-Matutino (SB),"quarta das 14:30 às 18:30, semanal",,SB,Matutino,2-2-6,80,45,-,SILVIA NOVAES ZILBER TURRI,0,SILVIA NOVAES ZILBER TURRI,0
BACHARELADO EM ENGENHARIA DE GESTÃO,NA1ESTG009-17SB,GESTÃO DE OPERAÇÕES A1-Noturno (SB),"sábado das 08:00 às 12:00, semanal",,SB,Noturno,4-0-5,80,0,SIM,MARCIA MARIA PENTEADO MARCHESINI,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG023-17SB,ORGANIZAÇÃO DO TRABALHO A1-Matutino (SB),"quarta das 08:00 às 10:00, semanal",,SB,Matutino,2-0-3,80,0,-,LUCELIA BORGES DA COSTA,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,NA1ESTG014-17SB,PLANEJAMENTO E CONTROLE DA PRODUÇÃO A1- Noturno (SB),"segunda das 21:00 às 23:00, semanal ; quinta das 19:00 às 23:00, semanal",,SB,Noturno,4-2-9,72,11,-,LUIS HENRIQUE RODRIGUES,0,LUIS HENRIQUE RODRIGUES,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESZG043-17SB,PROJETO VIRTUAL E INTEGRADO DE MANUFATURA A1-Matutino (SB),"quinta das 14:30 às 18:30, semanal",,SB,Matutino,2-2-4,42,15,-,GUILHERME CANUTO DA SILVA,0,GUILHERME CANUTO DA SILVA,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG025-17SB,PROPRIEDADE INTELECTUAL A1-Matutino (SB),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SB,Matutino,4-0-4,60,10,-,JORGE TOMIOKA,0,0,0
BACHARELADO EM ENGENHARIA DE GESTÃO,NA1ESGE003-23SB,SISTEMAS CAM A1-Noturno (SB) - Carga Horária Extensionista,"terça das 19:00 às 21:00, semanal","terça das 21:00 às 23:00, semanal",SB,Noturno,2-2-2-4,32,0,SIM,MARCOS VIDO,0,MARCOS VIDO,0
BACHARELADO EM ENGENHARIA DE GESTÃO,NA2ESGE003-23SB,SISTEMAS CAM A2-Noturno (SB) - Carga Horária Extensionista,"sexta das 19:00 às 21:00, semanal","sexta das 21:00 às 23:00, semanal",SB,Noturno,2-2-2-4,32,0,SIM,ERIK GUSTAVO DEL CONTE,0,ERIK GUSTAVO DEL CONTE,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG024-17SB,SISTEMAS DE INFORMAÇÃO CORPORATIVOS A1- Matutino (SB),"sábado das 08:00 às 12:00, semanal",,SB,Matutino,2-2-5,80,0,-,LUCELIA BORGES DA COSTA,0,LUCELIA BORGES DA COSTA,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG020-17SB,SISTEMAS E PROCESSOS DE PRODUÇÃO A1- Matutino (SB),"segunda das 08:00 às 10:00, semanal","quarta das 08:00 às 10:00, semanal",SB,Matutino,2-2-4,31,0,-,LEONARDO RIBEIRO RODRIGUES,0,LEONARDO RIBEIRO RODRIGUES,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA2ESTG020-17SB,SISTEMAS E PROCESSOS DE PRODUÇÃO A2- Matutino (SB),"segunda das 08:00 às 10:00, semanal","quarta das 10:00 às 12:00, semanal",SB,Matutino,2-2-4,32,0,-,LEONARDO RIBEIRO RODRIGUES,0,LEONARDO RIBEIRO RODRIGUES,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DA1ESTG019-17SB,"TEMPOS, MÉTODOS E ARRANJOS FÍSICOS A1- Matutino (SB)","terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SB,Matutino,2-2-5,65,36,-,GUILHERME CANUTO DA SILVA,0,GUILHERME CANUTO DA SILVA,0
BACHARELADO EM ENGENHARIA DE GESTÃO,DB1ESGE011-23SB,TÓPICOS EM ENGENHARIA DE PRODUÇÃO NA INDÚSTRIA TÊXTIL B1-Matutino (SB),"terça das 14:30 às 18:30, semanal",,SB,Matutino,4-0-5,72,72,-,FERNANDO GASI,0,0,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTI015-17SA,COMUNICAÇÕES MÓVEIS A1-Matutino (SA),"quarta das 10:00 às 12:00, quinzenal II; segunda das 08:00 às 10:00, semanal","quarta das 10:00 às 12:00, quinzenal I",SA,Matutino,3-1-4,32,29,-,IVAN ROBERTO SANTANA CASELLA,0,IVAN ROBERTO SANTANA CASELLA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTI015-17SA,COMUNICAÇÕES MÓVEIS A1-Noturno (SA),"segunda das 19:00 às 21:00, quinzenal II; quarta das 21:00 às 23:00, semanal","segunda das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-4,32,31,-,IVAN ROBERTO SANTANA CASELLA,0,IVAN ROBERTO SANTANA CASELLA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA2ESTI015-17SA,COMUNICAÇÕES MÓVEIS A2-Noturno (SA),"quarta das 21:00 às 23:00, semanal ; segunda das 19:00 às 21:00, quinzenal I","segunda das 19:00 às 21:00, quinzenal II",SA,Noturno,3-1-4,32,0,-,PEDRO IVO DA CRUZ,0,PEDRO IVO DA CRUZ,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTA007-17SA,ELETRÔNICA ANALÓGICA APLICADA A1-Matutino (SA),"quarta das 10:00 às 13:00, semanal","segunda das 08:00 às 10:00, semanal",SA,Matutino,3-2-4,32,13,-,ANDERSON LEONARDO SANCHES,0,ANDERSON LEONARDO SANCHES,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTA007-17SA,ELETRÔNICA ANALÓGICA APLICADA A1-Noturno (SA),"segunda das 18:00 às 21:00, semanal","quarta das 21:00 às 23:00, semanal",SA,Noturno,3-2-4,32,0,-,MARIO ALEXANDRE GAZZIRO,0,MARIO ALEXANDRE GAZZIRO,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA2ESTA007-17SA,ELETRÔNICA ANALÓGICA APLICADA A2-Noturno (SA),"segunda das 18:00 às 21:00, semanal","quarta das 21:00 às 23:00, semanal",SA,Noturno,3-2-4,32,0,-,MARIO ALEXANDRE GAZZIRO,0,STILANTE KOCH MANFRIN,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTI002-17SA,ELETRÔNICA DIGITAL A1-Matutino (SA),"segunda das 10:00 às 12:00, semanal ; sexta das 10:00 às 12:00, semanal","quarta das 08:00 às 10:00, semanal",SA,Matutino,4-2-4,32,12,-,JOAO HENRIQUE RANHEL RIBEIRO,0,JOAO HENRIQUE RANHEL RIBEIRO,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTI002-17SA,ELETRÔNICA DIGITAL A1-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; sexta das 21:00 às 23:00, semanal","quarta das 19:00 às 21:00, semanal",SA,Noturno,4-2-4,32,0,-,GERMAN CARLOS SANTOS QUISPE,0,GERMAN CARLOS SANTOS QUISPE,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA2ESTI002-17SA,ELETRÔNICA DIGITAL A2-Noturno (SA),"segunda das 21:00 às 23:00, semanal ; sexta das 21:00 às 23:00, semanal","quarta das 19:00 às 21:00, semanal",SA,Noturno,4-2-4,32,0,-,GERMAN CARLOS SANTOS QUISPE,0,PEDRO IVO DA CRUZ,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTI016-17SA,FUNDAMENTOS DE FOTÔNICA A1-Matutino (SA),"quinta das 10:00 às 12:00, semanal","terça das 08:00 às 10:00, semanal",SA,Matutino,2-2-4,32,22,-,FELIPE BELTRAN MEJIA,0,FELIPE BELTRAN MEJIA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTI016-17SA,FUNDAMENTOS DE FOTÔNICA A1-Noturno (SA),"quinta das 21:00 às 23:00, semanal","terça das 19:00 às 21:00, semanal",SA,Noturno,2-2-4,32,12,-,JORGE DIEGO MARCONI,0,JORGE DIEGO MARCONI,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DB1ESTI016-17SA,FUNDAMENTOS DE FOTÔNICA B1-Matutino (SA),"quinta das 17:00 às 19:00, semanal","terça das 17:00 às 19:00, semanal",SA,Matutino,2-2-4,32,21,-,FELIPE BELTRAN MEJIA,0,FELIPE BELTRAN MEJIA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESZI030-17SA,GERENCIAMENTO E INTEROPERABILIDADE DE REDES A1-Noturno (SA),"quarta das 19:00 às 21:00, quinzenal II; sexta das 21:00 às 23:00, semanal","quarta das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-4,45,0,-,ROBERTO SADAO YOKOYAMA,0,ROBERTO SADAO YOKOYAMA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTI006-17SA,PROCESSAMENTO DIGITAL DE SINAIS A1-Matutino (SA),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-4,90,33,-,CLAUDIO JOSE BORDIN JUNIOR,0,0,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTI006-17SA,PROCESSAMENTO DIGITAL DE SINAIS A1-Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-4,90,6,-,FRANCISCO JOSE FRAGA DA SILVA,0,0,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DB1ESTI006-17SA,PROCESSAMENTO DIGITAL DE SINAIS B1-Matutino (SA),"terça das 16:00 às 18:00, semanal ; quinta das 16:00 às 18:00, semanal",,SA,Matutino,4-0-4,60,50,-,MURILO BELLEZONI LOIOLA,0,0,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESZI041-18SA,PROGRAMAÇÃO DE SOFTWARE EMBARCADO A1- Matutino (SA),"quarta das 10:00 às 12:00, semanal","segunda das 08:00 às 10:00, semanal",SA,Matutino,2-2-4,32,10,-,JOAO HENRIQUE RANHEL RIBEIRO,0,JOAO HENRIQUE RANHEL RIBEIRO,0
CURSO,CÓDIGO DE TURMA,TURMA,TEORIA,PRÁTICA,CAMPUS,TURNO,T-P-E-I,VAGAS TOTAIS,VAGAS REMANESCENT ES,TURMAS ALTA DEMANDA,DOCENTE TEORIA,DOCENTE TEORIA 2,DOCENTE PRÁTICA,DOCENTE PRÁTICA 2
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESZI039-17SA,PROPAGAÇÃO E ANTENAS A1-Matutino (SA),,"segunda das 10:00 às 12:00, quinzenal II; quinta das 08:00 às 10:00, semanal ; segunda das 10:00 às 12:00, quinzenal I",SA,Matutino,3-1-4,32,30,-,MARCELO BENDER PEROTONI,0,MARCELO BENDER PEROTONI,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESZI039-17SA,PROPAGAÇÃO E ANTENAS A1-Noturno (SA),,"quinta das 19:00 às 21:00, quinzenal I; quinta das 19:00 às 21:00, quinzenal II; segunda das 21:00 às 23:00, semanal",SA,Noturno,3-1-4,32,13,-,STILANTE KOCH MANFRIN,0,STILANTE KOCH MANFRIN,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTA003-17SA,SISTEMAS DE CONTROLE I A1-Matutino (SA),"quinta das 10:00 às 13:00, semanal","terça das 08:00 às 10:00, semanal",SA,Matutino,3-2-4,32,14,-,CAIO IGOR GONCALVES CHINELATO,0,CAIO IGOR GONCALVES CHINELATO,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTA003-17SA,SISTEMAS DE CONTROLE I A1-Noturno (SA),"terça das 18:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SA,Noturno,3-2-4,30,0,-,HELOI FRANCISCO GENTIL GENARI,0,HELOI FRANCISCO GENTIL GENARI,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA2ESTA003-17SA,SISTEMAS DE CONTROLE I A2-Noturno (SA),"terça das 18:00 às 21:00, semanal","quinta das 21:00 às 23:00, semanal",SA,Noturno,3-2-4,30,0,-,HELOI FRANCISCO GENTIL GENARI,0,VICTORIA ALEJANDRA SALAZAR HERRERA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESZI014-17SA,SISTEMAS INTELIGENTES A1-Matutino (SA),"terça das 08:00 às 10:00, quinzenal II; quinta das 10:00 às 12:00, semanal","terça das 08:00 às 10:00, quinzenal I",SA,Matutino,3-1-4,45,0,SIM,LUNEQUE DEL RIO DE SOUZA E SILVA JUNIOR,0,LUNEQUE DEL RIO DE SOUZA E SILVA JUNIOR,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESZI014-17SA,SISTEMAS INTELIGENTES A1-Noturno (SA),"terça das 19:00 às 21:00, quinzenal II; quinta das 21:00 às 23:00, semanal","terça das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-4,45,0,SIM,ROGERIO ROSSI,0,ROGERIO ROSSI,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,DA1ESTI020-17SA,TEORIA DE FILAS E ANÁLISE DE DESEMPENHO A1- Matutino (SA),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, quinzenal II","sexta das 08:00 às 10:00, quinzenal I",SA,Matutino,3-1-4,32,29,-,AMAURY KRUEL BUDRI,0,AMAURY KRUEL BUDRI,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESTI020-17SA,TEORIA DE FILAS E ANÁLISE DE DESEMPENHO A1- Noturno (SA),"sexta das 19:00 às 21:00, quinzenal II; terça das 21:00 às 23:00, semanal","sexta das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-4,32,0,SIM,MURILO BELLEZONI LOIOLA,0,MURILO BELLEZONI LOIOLA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA2ESTI020-17SA,TEORIA DE FILAS E ANÁLISE DE DESEMPENHO A2- Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, quinzenal II","sexta das 19:00 às 21:00, quinzenal I",SA,Noturno,3-1-4,38,16,-,MURILO BELLEZONI LOIOLA,0,ROBERTO SADAO YOKOYAMA,0
BACHARELADO EM ENGENHARIA DE INFORMAÇÃO,NA1ESZA019-17SA,VISÃO COMPUTACIONAL A1-Noturno (SA),,"segunda das 19:00 às 21:00, semanal ; quarta das 21:00 às 23:00, quinzenal I; quarta das 21:00 às 23:00, quinzenal II",SA,Noturno,3-1-4,32,0,SIM,CELSO SETSUO KURASHIMA,0,CELSO SETSUO KURASHIMA,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",DA1ESTA005-17SA,ANÁLISE DE SISTEMAS DINÂMICOS LINEARES A1- Matutino (SA),"terça das 10:00 às 13:00, semanal",,SA,Matutino,3-0-4,45,30,-,MAGNO ENRIQUE MENDOZA MEZA,0,0,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",NA1ESTA005-17SA,ANÁLISE DE SISTEMAS DINÂMICOS LINEARES A1- Noturno (SA),"terça das 18:00 às 21:00, semanal",,SA,Noturno,3-0-4,30,0,SIM,ALFREDO DEL SOLE LORDELO,0,0,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",NB1ESTA005-17SA,ANÁLISE DE SISTEMAS DINÂMICOS LINEARES B1- Noturno (SA),"sexta das 18:00 às 21:00, semanal",,SA,Noturno,3-0-4,30,12,-,ALFREDO DEL SOLE LORDELO,0,0,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",DA1ESTA018-17SA,ELETROMAGNETISMO APLICADO A1-Matutino (SA),"terça das 10:00 às 12:00, semanal ; sexta das 08:00 às 10:00, semanal",,SA,Matutino,4-0-5,45,12,-,MARCOS ROBERTO DA ROCHA GESUALDI,0,0,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",NA1ESTA018-17SA,ELETROMAGNETISMO APLICADO A1-Noturno (SA),"terça das 21:00 às 23:00, semanal ; sexta das 19:00 às 21:00, semanal",,SA,Noturno,4-0-5,72,3,-,MARCOS ROBERTO DA ROCHA GESUALDI,0,0,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",NA1ESZA011-17SA,ELETRÔNICA DE POTÊNCIA I A1-Noturno (SA),"quinta das 21:00 às 23:00, quinzenal I; terça das 18:00 às 21:00, semanal","quinta das 21:00 às 23:00, quinzenal II",SA,Noturno,3-2-4,30,9,-,JOSE LUIS AZCUE PUMA,0,JOSE LUIS AZCUE PUMA,0
"BACHARELADO EM ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA",DA1ESTA006-17SA,FOTÔNICA A1-Matutino (SA),"terça das 08:00 às 10:00, semanal ; quinta das 10:00 às 12:00, quinzenal I","quinta das 10:00 às 12:00, quinzenal II",SA,Matutino,3-1-4,30,19,-,AGNALDO APARECIDO FRESCHI,FULVIO ANDRES CALLEGARI,AGNALDO APARECIDO FRESCHI,FULVIO ANDRES CALLEGARI
